# Generated by testdata/harfbuzz/scripttags.py. DO NOT EDIT.
#
# The OpenType script tags HarfBuzz's hb_ot_tags_from_script_and_language
# gives a run of each script below in each BCP 47 tag, at most 3, in
# order: the tag, then a tab and the tags separated by '|' for each script.
# A tag that is not printable is written as 0x and eight hex digits.
# harfbuzz 14.5.0
# uharfbuzz 0.56.2
# scripts Latn Deva
# cases 1860
	latn	dev3|dev2|deva
hbscab-hi-hi-hbotmar-zh-a	latn	dev3|dev2|deva
hbscab-latn	latn	dev3|dev2|deva
hbscab-latn-hbot-hbscdev2-a	latn	dev3|dev2|deva
hbscab-latn-hbotmar	latn	dev3|dev2|deva
hbscab-latn-hbscab-hbsc	latn	dev3|dev2|deva
hbscab-latn-latn	latn	dev3|dev2|deva
hbscab-latn-und-en-hbscab-en	latn	dev3|dev2|deva
hbscab-latn-und-hbscDFLT	latn	dev3|dev2|deva
hbscab-u-64657632	latn	dev3|dev2|deva
hbscab-u-hbsc	latn	dev3|dev2|deva
hbscab-u-hbscdev2-hbot	latn	dev3|dev2|deva
hbscab-u-x	latn	dev3|dev2|deva
hbscab-u-zh	latn	dev3|dev2|deva
hbscab-und	latn	dev3|dev2|deva
hbscab-und-64657632-latn-hant-latn	latn	dev3|dev2|deva
hbscab-und-en-zh-latn	latn	dev3|dev2|deva
hbscab-und-hbsc	latn	dev3|dev2|deva
hbscab-und-hi-hbscab-a	latn	dev3|dev2|deva
hbscab-und-x-und-latn-und	latn	dev3|dev2|deva
hbscab-x	latn	dev3|dev2|deva
hbscab-x-hbsc-hbscDFLT-hbot	latn	dev3|dev2|deva
hbscab-x-hbscdev2	dev2	dev2
hbscab-x-hi-hbotmar-hant-latn	latn	dev3|dev2|deva
hbscab-x-zh-hbscdev2-latn-hbot	dev2	dev2
hbscab-zh	latn	dev3|dev2|deva
hbscab-zh-hbsc	latn	dev3|dev2|deva
hbscab-zh-hbsc-hbot-hbscab-hbsc	latn	dev3|dev2|deva
hbscab-zh-hbscDFLT-hbscdev2	latn	dev3|dev2|deva
hbscab-zh-u	latn	dev3|dev2|deva
hbscab-zh-und	latn	dev3|dev2|deva
hbscdev2	latn	dev3|dev2|deva
hbscdev2-64657632	latn	dev3|dev2|deva
hbscdev2-64657632-en-hbot-u-64657632	latn	dev3|dev2|deva
hbscdev2-64657632-hant	latn	dev3|dev2|deva
hbscdev2-64657632-hbscab-u-und	latn	dev3|dev2|deva
hbscdev2-64657632-x-64657632-hbsclatn	latn	latn
hbscdev2-a	latn	dev3|dev2|deva
hbscdev2-a-a-u-zh-hbsclatn	latn	dev3|dev2|deva
hbscdev2-a-hbsclatn-hi	latn	dev3|dev2|deva
hbscdev2-a-hbsclatn-x-hbsclatn	latn	latn
hbscdev2-en	latn	dev3|dev2|deva
hbscdev2-en-en-x	latn	dev3|dev2|deva
hbscdev2-en-hant-hant-hant	latn	dev3|dev2|deva
hbscdev2-hant	latn	dev3|dev2|deva
hbscdev2-hant-hbot-und-x-hi	latn	dev3|dev2|deva
hbscdev2-hant-hbotmar	latn	dev3|dev2|deva
hbscdev2-hant-u	latn	dev3|dev2|deva
hbscdev2-hant-u-x-latn	latn	dev3|dev2|deva
hbscdev2-hant-und-zh-en	latn	dev3|dev2|deva
hbscdev2-hbot	latn	dev3|dev2|deva
hbscdev2-hbot-64657632-hi-hbscDFLT-x	latn	dev3|dev2|deva
hbscdev2-hbot-en-hbot	latn	dev3|dev2|deva
hbscdev2-hbot-hbotmar	latn	dev3|dev2|deva
hbscdev2-hbot-x	latn	dev3|dev2|deva
hbscdev2-hbot-zh-hbotmar-hbscDFLT	latn	dev3|dev2|deva
hbscdev2-hbotmar-hbot-hbot-hbotmar	latn	dev3|dev2|deva
hbscdev2-hbotmar-hbotmar	latn	dev3|dev2|deva
hbscdev2-hbsc	latn	dev3|dev2|deva
hbscdev2-hbsc-hbsc	latn	dev3|dev2|deva
hbscdev2-hbsc-latn-hbsclatn	latn	dev3|dev2|deva
hbscdev2-hbsc-und-a	latn	dev3|dev2|deva
hbscdev2-hbscDFLT	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-a-zh	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-en-hbot-64657632-hbscdev2	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-hant-latn-64657632-hi	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-hbsc-hbsc-u	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-hbsclatn	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-hi-hbscDFLT-und	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-hi-latn-und	latn	dev3|dev2|deva
hbscdev2-hbscDFLT-zh-hi-latn	latn	dev3|dev2|deva
hbscdev2-hbscab	latn	dev3|dev2|deva
hbscdev2-hbscab-hant	latn	dev3|dev2|deva
hbscdev2-hbscab-hbsc-und-hbsc-und	latn	dev3|dev2|deva
hbscdev2-hbscab-hbscDFLT-hbsc-hbsclatn-64657632	latn	dev3|dev2|deva
hbscdev2-hbscab-hbsclatn-und-zh	latn	dev3|dev2|deva
hbscdev2-hbscab-zh	latn	dev3|dev2|deva
hbscdev2-hbscdev2-x-hbsclatn-hbsc	latn	latn
hbscdev2-hbsclatn	latn	dev3|dev2|deva
hbscdev2-hbsclatn-latn	latn	dev3|dev2|deva
hbscdev2-hi	latn	dev3|dev2|deva
hbscdev2-hi-hbotmar-hbot-hbscdev2-und	latn	dev3|dev2|deva
hbscdev2-hi-u	latn	dev3|dev2|deva
hbscdev2-latn	latn	dev3|dev2|deva
hbscdev2-latn-a-x	latn	dev3|dev2|deva
hbscdev2-latn-hant-a	latn	dev3|dev2|deva
hbscdev2-latn-hbot-hi	latn	dev3|dev2|deva
hbscdev2-latn-hbotmar-hbotmar-hbscab	latn	dev3|dev2|deva
hbscdev2-latn-x	latn	dev3|dev2|deva
hbscdev2-u	latn	dev3|dev2|deva
hbscdev2-u-a	latn	dev3|dev2|deva
hbscdev2-u-hbotmar	latn	dev3|dev2|deva
hbscdev2-u-hbscab	latn	dev3|dev2|deva
hbscdev2-u-hbscab-hbot	latn	dev3|dev2|deva
hbscdev2-u-hbscab-hi-u	latn	dev3|dev2|deva
hbscdev2-u-hbsclatn-hbot-hbot	latn	dev3|dev2|deva
hbscdev2-u-latn-hbot	latn	dev3|dev2|deva
hbscdev2-u-x	latn	dev3|dev2|deva
hbscdev2-u-x-en-hbot-zh	latn	dev3|dev2|deva
hbscdev2-und	latn	dev3|dev2|deva
hbscdev2-und-a	latn	dev3|dev2|deva
hbscdev2-und-hbscdev2-hbsclatn-hbscdev2	latn	dev3|dev2|deva
hbscdev2-und-hbsclatn-hbotmar	latn	dev3|dev2|deva
hbscdev2-und-hbsclatn-u-hbscab	latn	dev3|dev2|deva
hbscdev2-und-latn-64657632-hbscDFLT-64657632	latn	dev3|dev2|deva
hbscdev2-x	latn	dev3|dev2|deva
hbscdev2-x-a	latn	dev3|dev2|deva
hbscdev2-x-a-hbsclatn-hbotmar-hbsc	latn	latn
hbscdev2-x-hant-hbsclatn-latn-zh	latn	latn
hbscdev2-x-hant-zh-hbscdev2	dev2	dev2
hbscdev2-x-hbscDFLT-latn-a-hbsc	DFLT	DFLT
hbscdev2-zh	latn	dev3|dev2|deva
hbscdev2-zh-a-u	latn	dev3|dev2|deva
hbscdev2-zh-hbscDFLT-und-hbscdev2-hbotmar	latn	dev3|dev2|deva
hbscdev2-zh-hbscab-64657632-en-en	latn	dev3|dev2|deva
hbsclatn	latn	dev3|dev2|deva
hbsclatn-64657632-hbscDFLT-a	latn	dev3|dev2|deva
hbsclatn-64657632-hbscdev2-hbotmar-64657632	latn	dev3|dev2|deva
hbsclatn-64657632-hbsclatn-a-hbsc	latn	dev3|dev2|deva
hbsclatn-64657632-zh-64657632-a-hbsclatn	latn	dev3|dev2|deva
hbsclatn-a	latn	dev3|dev2|deva
hbsclatn-a-u-u-hbot	latn	dev3|dev2|deva
hbsclatn-en-hant-hbsc	latn	dev3|dev2|deva
hbsclatn-en-hbscDFLT-64657632	latn	dev3|dev2|deva
hbsclatn-en-hbsclatn	latn	dev3|dev2|deva
hbsclatn-en-und-64657632-hbot	latn	dev3|dev2|deva
hbsclatn-hant	latn	dev3|dev2|deva
hbsclatn-hant-hbscdev2	latn	dev3|dev2|deva
hbsclatn-hant-hbsclatn-hbsclatn-hant-64657632	latn	dev3|dev2|deva
hbsclatn-hant-hi-hbot-hbsclatn	latn	dev3|dev2|deva
hbsclatn-hbot	latn	dev3|dev2|deva
hbsclatn-hbot-64657632-a-hant-a	latn	dev3|dev2|deva
hbsclatn-hbot-hbscDFLT-en-zh-hbotmar	latn	dev3|dev2|deva
hbsclatn-hbot-hi-x-hant-hbscDFLT	DFLT	DFLT
hbsclatn-hbot-und-en-64657632	latn	dev3|dev2|deva
hbsclatn-hbot-und-hbscdev2	latn	dev3|dev2|deva
hbsclatn-hbotmar-en	latn	dev3|dev2|deva
hbsclatn-hbotmar-en-hbsclatn-64657632-hbscDFLT	latn	dev3|dev2|deva
hbsclatn-hbotmar-hi-hbotmar-hbscab	latn	dev3|dev2|deva
hbsclatn-hbotmar-u	latn	dev3|dev2|deva
hbsclatn-hbotmar-u-hbsc-latn-latn	latn	dev3|dev2|deva
hbsclatn-hbotmar-x	latn	dev3|dev2|deva
hbsclatn-hbsc	latn	dev3|dev2|deva
hbsclatn-hbsc-64657632	latn	dev3|dev2|deva
hbsclatn-hbsc-64657632-hbotmar	latn	dev3|dev2|deva
hbsclatn-hbsc-a	latn	dev3|dev2|deva
hbsclatn-hbsc-hbot-hbscab-hbscab	latn	dev3|dev2|deva
hbsclatn-hbsc-hbot-hi-zh-64657632	latn	dev3|dev2|deva
hbsclatn-hbsc-u-zh-en	latn	dev3|dev2|deva
hbsclatn-hbsc-und-hbscDFLT	latn	dev3|dev2|deva
hbsclatn-hbscDFLT-hbscdev2-hbot-hbscab-hbotmar	latn	dev3|dev2|deva
hbsclatn-hbscDFLT-latn-und-hbsc-latn	latn	dev3|dev2|deva
hbsclatn-hbscDFLT-und-hi	latn	dev3|dev2|deva
hbsclatn-hbscDFLT-x-und	latn	dev3|dev2|deva
hbsclatn-hbscab	latn	dev3|dev2|deva
hbsclatn-hbscab-en-hbscDFLT-hbotmar	latn	dev3|dev2|deva
hbsclatn-hbscab-hbotmar	latn	dev3|dev2|deva
hbsclatn-hbscab-hbsc-hbot-und	latn	dev3|dev2|deva
hbsclatn-hbscab-hbscDFLT-x-hant	latn	dev3|dev2|deva
hbsclatn-hbscab-latn-und	latn	dev3|dev2|deva
hbsclatn-hbscab-u	latn	dev3|dev2|deva
hbsclatn-hbscab-u-und	latn	dev3|dev2|deva
hbsclatn-hbscab-u-zh	latn	dev3|dev2|deva
hbsclatn-hbscab-x-hi-zh-64657632	latn	dev3|dev2|deva
hbsclatn-hbscab-zh	latn	dev3|dev2|deva
hbsclatn-hbscdev2	latn	dev3|dev2|deva
hbsclatn-hbscdev2-hbot-hbscab	latn	dev3|dev2|deva
hbsclatn-hbscdev2-hbscdev2-hbsclatn	latn	dev3|dev2|deva
hbsclatn-hbscdev2-zh-hi-hant-latn	latn	dev3|dev2|deva
hbsclatn-hbsclatn-hbot-hbotmar-latn-u	latn	dev3|dev2|deva
hbsclatn-hbsclatn-hbscdev2-und-hbsclatn	latn	dev3|dev2|deva
hbsclatn-hbsclatn-und	latn	dev3|dev2|deva
hbsclatn-hi	latn	dev3|dev2|deva
hbsclatn-hi-64657632-x-zh	latn	dev3|dev2|deva
hbsclatn-hi-hbscDFLT-hbot	latn	dev3|dev2|deva
hbsclatn-hi-hbscDFLT-u	latn	dev3|dev2|deva
hbsclatn-hi-hbsclatn-hbscdev2-64657632	latn	dev3|dev2|deva
hbsclatn-hi-latn-hbscDFLT-hbscdev2-und	latn	dev3|dev2|deva
hbsclatn-latn	latn	dev3|dev2|deva
hbsclatn-latn-en	latn	dev3|dev2|deva
hbsclatn-latn-hbot-latn-hbot-64657632	latn	dev3|dev2|deva
hbsclatn-latn-hbotmar	latn	dev3|dev2|deva
hbsclatn-latn-hbscab	latn	dev3|dev2|deva
hbsclatn-latn-und-hbscDFLT-u-en	latn	dev3|dev2|deva
hbsclatn-latn-und-hbscdev2	latn	dev3|dev2|deva
hbsclatn-latn-zh	latn	dev3|dev2|deva
hbsclatn-u-hbot-latn-hi-hbscDFLT	latn	dev3|dev2|deva
hbsclatn-u-hbotmar-x-hi	latn	dev3|dev2|deva
hbsclatn-u-hbscDFLT-latn-u-64657632	latn	dev3|dev2|deva
hbsclatn-u-hbscab	latn	dev3|dev2|deva
hbsclatn-und-zh	latn	dev3|dev2|deva
hbsclatn-x	latn	dev3|dev2|deva
hbsclatn-x-hant	latn	dev3|dev2|deva
hbsclatn-x-hbot-zh-latn-hbsclatn	latn	latn
hbsclatn-x-hbotmar-hi-und	latn	dev3|dev2|deva
hbsclatn-x-hbscab	ab  	ab  
hbsclatn-x-latn-hi-x-hi	latn	dev3|dev2|deva
hbsclatn-zh-64657632	latn	dev3|dev2|deva
hbsclatn-zh-hbscdev2-hbscab	latn	dev3|dev2|deva
hi	latn	dev3|dev2|deva
hi-64657632	latn	dev3|dev2|deva
hi-64657632-hant-hbotmar-u	latn	dev3|dev2|deva
hi-64657632-hant-zh	latn	dev3|dev2|deva
hi-64657632-hbotmar-en	latn	dev3|dev2|deva
hi-64657632-hbotmar-x-hbscDFLT	DFLT	DFLT
hi-64657632-hbscab-latn-hbscab	latn	dev3|dev2|deva
hi-64657632-latn-64657632-64657632	latn	dev3|dev2|deva
hi-64657632-x	latn	dev3|dev2|deva
hi-a	latn	dev3|dev2|deva
hi-a-a-u-hi	latn	dev3|dev2|deva
hi-a-bbb-x	latn	dev3|dev2|deva
hi-a-bbb-x-ahbscdev2	latn	dev3|dev2|deva
hi-a-bbb-x-foo-hbsclatn	latn	latn
hi-a-bbb-x-foohbscdev2	latn	dev3|dev2|deva
hi-a-bbb-x-hbot	latn	dev3|dev2|deva
hi-a-bbb-x-hbot-hbscabc	abc 	abc 
hi-a-bbb-x-hbotmar-hbscdev2	dev2	dev2
hi-a-bbb-x-hbsc	latn	dev3|dev2|deva
hi-a-bbb-x-hbsc-	latn	dev3|dev2|deva
hi-a-bbb-x-hbsc-00000000	0x00000000	0x00000000
hi-a-bbb-x-hbsc-44464c54	dflt	dflt
hi-a-bbb-x-hbsc-6465763	latn	dev3|dev2|deva
hi-a-bbb-x-hbsc-64657632	dev2	dev2
hi-a-bbb-x-hbsc-646576320	dev2	dev2
hi-a-bbb-x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
hi-a-bbb-x-hbsc-hbscabc	latn	dev3|dev2|deva
hi-a-bbb-x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
hi-a-bbb-x-hbsc1234	1234	1234
hi-a-bbb-x-hbscDEV2	dev2	dev2
hi-a-bbb-x-hbscDFLT	DFLT	DFLT
hi-a-bbb-x-hbsc_dev2	latn	dev3|dev2|deva
hi-a-bbb-x-hbsca	a   	a   
hi-a-bbb-x-hbscab	ab  	ab  
hi-a-bbb-x-hbscarabic	arab	arab
hi-a-bbb-x-hbscdev2	dev2	dev2
hi-a-bbb-x-hbscdev2-hbotmar	dev2	dev2
hi-a-bbb-x-hbscdev21	dev2	dev2
hi-a-bbb-x-hbscdflt	DFLT	DFLT
hi-a-bbb-x-hbscknd3	knd3	knd3
hi-a-bbb-x-hbsclatn	latn	latn
hi-a-bbb-x-hbscmym2	mym2	mym2
hi-a-bbb-x-y	latn	dev3|dev2|deva
hi-a-hbotmar-hbsc-x	latn	dev3|dev2|deva
hi-a-hbscDFLT-hbscDFLT-x	latn	dev3|dev2|deva
hi-a-hbscab-hbscDFLT	latn	dev3|dev2|deva
hi-a-hbscdev2-hbot-hbot	latn	dev3|dev2|deva
hi-a-hbscdev2-hbscdev2-latn-hbotmar	latn	dev3|dev2|deva
hi-a-hbsclatn-a-hbscdev2	latn	dev3|dev2|deva
hi-a-latn-hi-hbsc-hbscdev2	latn	dev3|dev2|deva
hi-en	latn	dev3|dev2|deva
hi-en-64657632	latn	dev3|dev2|deva
hi-en-hbotmar-hbotmar	latn	dev3|dev2|deva
hi-en-latn	latn	dev3|dev2|deva
hi-en-und-hbsclatn-hbotmar-u	latn	dev3|dev2|deva
hi-en-x-en-a	latn	dev3|dev2|deva
hi-en-zh-hbotmar	latn	dev3|dev2|deva
hi-hant	latn	dev3|dev2|deva
hi-hant-hant-hbscDFLT	latn	dev3|dev2|deva
hi-hant-hbot-zh-a-latn	latn	dev3|dev2|deva
hi-hant-hbotmar-64657632-u-hbscDFLT	latn	dev3|dev2|deva
hi-hant-hbscDFLT-latn-hbotmar	latn	dev3|dev2|deva
hi-hant-hbsclatn-x-hi-hbsclatn	latn	latn
hi-hant-u-hbsc	latn	dev3|dev2|deva
hi-hant-x-hbot-zh-hbscdev2	dev2	dev2
hi-hbot	latn	dev3|dev2|deva
hi-hbot-hant	latn	dev3|dev2|deva
hi-hbot-hbot-hbscdev2-hbsc-zh	latn	dev3|dev2|deva
hi-hbot-hbotmar-hbscDFLT-hbsclatn	latn	dev3|dev2|deva
hi-hbot-hbsc-en-en	latn	dev3|dev2|deva
hi-hbot-hbsclatn-hant-latn-hbsc	latn	dev3|dev2|deva
hi-hbotmar	latn	dev3|dev2|deva
hi-hbotmar-64657632-hbscab	latn	dev3|dev2|deva
hi-hbotmar-hbot-hi-64657632-hi	latn	dev3|dev2|deva
hi-hbotmar-hbotmar	latn	dev3|dev2|deva
hi-hbotmar-latn-u-64657632	latn	dev3|dev2|deva
hi-hbsc-a	latn	dev3|dev2|deva
hi-hbsc-hant-hbscdev2-latn	latn	dev3|dev2|deva
hi-hbsc-hbscDFLT	latn	dev3|dev2|deva
hi-hbsc-hbscdev2	latn	dev3|dev2|deva
hi-hbsc-hi-a-hbot-zh	latn	dev3|dev2|deva
hi-hbscDFLT-en-en	latn	dev3|dev2|deva
hi-hbscDFLT-und-hbsclatn-hbscdev2-hbscDFLT	latn	dev3|dev2|deva
hi-hbscab	latn	dev3|dev2|deva
hi-hbscab-hbot	latn	dev3|dev2|deva
hi-hbscab-hbsc-hi-u	latn	dev3|dev2|deva
hi-hbscab-hbsc-u-latn	latn	dev3|dev2|deva
hi-hbscab-hbscdev2-hbsclatn	latn	dev3|dev2|deva
hi-hbscab-und-u-hbot	latn	dev3|dev2|deva
hi-hbscdev2	latn	dev3|dev2|deva
hi-hbscdev2-hbot-hbscDFLT-und-u	latn	dev3|dev2|deva
hi-hbscdev2-hbotmar-zh-hbsclatn-64657632	latn	dev3|dev2|deva
hi-hbscdev2-hbsc-en-latn-64657632	latn	dev3|dev2|deva
hi-hbscdev2-hbscdev2-hbscDFLT-hbsclatn-hbscab	latn	dev3|dev2|deva
hi-hbscdev2-hbsclatn-zh	latn	dev3|dev2|deva
hi-hbscdev2-latn-hbot-hbscab	latn	dev3|dev2|deva
hi-hbsclatn-64657632-hant-x	latn	dev3|dev2|deva
hi-hbsclatn-hbsclatn	latn	dev3|dev2|deva
hi-hbsclatn-hi-hbscab	latn	dev3|dev2|deva
hi-hbsclatn-x-x-hbot-hbot	latn	dev3|dev2|deva
hi-hi	latn	dev3|dev2|deva
hi-hi-a-en-hant	latn	dev3|dev2|deva
hi-hi-hbscab-64657632-hbscab-latn	latn	dev3|dev2|deva
hi-hi-hbscab-hbsclatn-hbsc	latn	dev3|dev2|deva
hi-hi-hbscdev2-zh-x	latn	dev3|dev2|deva
hi-hi-und-a	latn	dev3|dev2|deva
hi-hi-x-en	latn	dev3|dev2|deva
hi-latn-64657632-hi	latn	dev3|dev2|deva
hi-latn-hbotmar-und-hbscab	latn	dev3|dev2|deva
hi-latn-hbscDFLT-hbsclatn	latn	dev3|dev2|deva
hi-latn-latn-hbsc	latn	dev3|dev2|deva
hi-u	latn	dev3|dev2|deva
hi-u-hant	latn	dev3|dev2|deva
hi-u-hbotmar-en-x-zh	latn	dev3|dev2|deva
hi-u-hbotmar-hbscdev2-u-hbsc	latn	dev3|dev2|deva
hi-u-und-hbsclatn-x	latn	dev3|dev2|deva
hi-und	latn	dev3|dev2|deva
hi-und-en-latn-64657632-hbsc	latn	dev3|dev2|deva
hi-und-hbotmar-hbscab-x	latn	dev3|dev2|deva
hi-x	latn	dev3|dev2|deva
hi-x-64657632	latn	dev3|dev2|deva
hi-x-und-hbscdev2-u-latn	dev2	dev2
hi-zh	latn	dev3|dev2|deva
hi-zh-64657632-u	latn	dev3|dev2|deva
hi-zh-hant-hbotmar-x-hbot	latn	dev3|dev2|deva
hi-zh-hi-hbscab-a	latn	dev3|dev2|deva
hi-zh-u-zh	latn	dev3|dev2|deva
latn	latn	dev3|dev2|deva
latn-64657632-en-a-a-hant	latn	dev3|dev2|deva
latn-64657632-hbot-hant-x-hbscdev2	dev2	dev2
latn-64657632-hbotmar	latn	dev3|dev2|deva
latn-64657632-hbsc	latn	dev3|dev2|deva
latn-64657632-hbscDFLT	latn	dev3|dev2|deva
latn-64657632-latn-hbotmar	latn	dev3|dev2|deva
latn-64657632-u-hbot-latn	latn	dev3|dev2|deva
latn-a	latn	dev3|dev2|deva
latn-a-a	latn	dev3|dev2|deva
latn-a-en-a-hbscdev2-hbsc	latn	dev3|dev2|deva
latn-a-hi-hbscdev2-en-x	latn	dev3|dev2|deva
latn-a-hi-x-x	latn	dev3|dev2|deva
latn-a-x-64657632-hant-hbot	latn	dev3|dev2|deva
latn-en-hbot-x-hbsclatn	latn	latn
latn-en-hi-latn-hant	latn	dev3|dev2|deva
latn-hant	latn	dev3|dev2|deva
latn-hant-64657632-a-x	latn	dev3|dev2|deva
latn-hant-hbotmar	latn	dev3|dev2|deva
latn-hant-hbotmar-latn-u	latn	dev3|dev2|deva
latn-hant-und	latn	dev3|dev2|deva
latn-hant-x-hbscdev2	dev2	dev2
latn-hbot-hbscdev2-hbscab	latn	dev3|dev2|deva
latn-hbot-hbsclatn-hbscab-64657632	latn	dev3|dev2|deva
latn-hbot-zh	latn	dev3|dev2|deva
latn-hbotmar	latn	dev3|dev2|deva
latn-hbotmar-hant-64657632	latn	dev3|dev2|deva
latn-hbotmar-hbscab	latn	dev3|dev2|deva
latn-hbsc	latn	dev3|dev2|deva
latn-hbsc-hbscDFLT-hbscdev2-en	latn	dev3|dev2|deva
latn-hbscDFLT-hant-hbsc	latn	dev3|dev2|deva
latn-hbscDFLT-hbscDFLT-hant-hbscDFLT-x	latn	dev3|dev2|deva
latn-hbscDFLT-hi-hbsc	latn	dev3|dev2|deva
latn-hbscDFLT-latn-hbotmar-u	latn	dev3|dev2|deva
latn-hbscDFLT-u-64657632-latn	latn	dev3|dev2|deva
latn-hbscDFLT-zh	latn	dev3|dev2|deva
latn-hbscab-64657632	latn	dev3|dev2|deva
latn-hbscab-64657632-zh	latn	dev3|dev2|deva
latn-hbscab-hant-zh	latn	dev3|dev2|deva
latn-hbscab-hbsc-hbscdev2-64657632-latn	latn	dev3|dev2|deva
latn-hbscab-hbscdev2-hbot-hant-hbscab	latn	dev3|dev2|deva
latn-hbscab-latn-a-en	latn	dev3|dev2|deva
latn-hbscab-u	latn	dev3|dev2|deva
latn-hbscdev2	latn	dev3|dev2|deva
latn-hbscdev2-hbscab-a	latn	dev3|dev2|deva
latn-hbscdev2-hi-hbscdev2-latn	latn	dev3|dev2|deva
latn-hbscdev2-latn-en-hbsc	latn	dev3|dev2|deva
latn-hbscdev2-x	latn	dev3|dev2|deva
latn-hbsclatn	latn	dev3|dev2|deva
latn-hbsclatn-64657632-hi-u-hant	latn	dev3|dev2|deva
latn-hbsclatn-hant	latn	dev3|dev2|deva
latn-hbsclatn-hbscDFLT-latn-a-x	latn	dev3|dev2|deva
latn-hbsclatn-und-64657632	latn	dev3|dev2|deva
latn-hi	latn	dev3|dev2|deva
latn-hi-hant-hi-latn	latn	dev3|dev2|deva
latn-hi-hbot	latn	dev3|dev2|deva
latn-hi-und-hbotmar	latn	dev3|dev2|deva
latn-latn	latn	dev3|dev2|deva
latn-latn-hbscab	latn	dev3|dev2|deva
latn-latn-zh-hbot	latn	dev3|dev2|deva
latn-u	latn	dev3|dev2|deva
latn-u-hant-a-hbsclatn	latn	dev3|dev2|deva
latn-u-x-64657632-hi-a	latn	dev3|dev2|deva
latn-u-zh	latn	dev3|dev2|deva
latn-u-zh-64657632	latn	dev3|dev2|deva
latn-u-zh-en-und	latn	dev3|dev2|deva
latn-und-hbscab-latn-hbsclatn-hbscab	latn	dev3|dev2|deva
latn-und-x-zh-hbscab	ab  	ab  
latn-x	latn	dev3|dev2|deva
latn-x-64657632-a-en-zh	latn	dev3|dev2|deva
latn-x-a	latn	dev3|dev2|deva
latn-x-u-hbscab	ab  	ab  
latn-x-und-64657632-64657632-zh	latn	dev3|dev2|deva
latn-x-x-hbsclatn-hbsclatn	latn	latn
latn-x-zh-hbsc-hbot	latn	dev3|dev2|deva
latn-zh	latn	dev3|dev2|deva
latn-zh-hbotmar-zh-en	latn	dev3|dev2|deva
latn-zh-hbscdev2-latn	latn	dev3|dev2|deva
latn-zh-hi-en	latn	dev3|dev2|deva
latn-zh-u-u-hi	latn	dev3|dev2|deva
mr-x	latn	dev3|dev2|deva
mr-x-ahbscdev2	latn	dev3|dev2|deva
mr-x-foo-hbsclatn	latn	latn
mr-x-foohbscdev2	latn	dev3|dev2|deva
mr-x-hbot	latn	dev3|dev2|deva
mr-x-hbot-hbscabc	abc 	abc 
mr-x-hbotmar-hbscdev2	dev2	dev2
mr-x-hbsc	latn	dev3|dev2|deva
mr-x-hbsc-	latn	dev3|dev2|deva
mr-x-hbsc-00000000	0x00000000	0x00000000
mr-x-hbsc-44464c54	dflt	dflt
mr-x-hbsc-6465763	latn	dev3|dev2|deva
mr-x-hbsc-64657632	dev2	dev2
mr-x-hbsc-646576320	dev2	dev2
mr-x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
mr-x-hbsc-hbscabc	latn	dev3|dev2|deva
mr-x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
mr-x-hbsc1234	1234	1234
mr-x-hbscDEV2	dev2	dev2
mr-x-hbscDFLT	DFLT	DFLT
mr-x-hbsc_dev2	latn	dev3|dev2|deva
mr-x-hbsca	a   	a   
mr-x-hbscab	ab  	ab  
mr-x-hbscarabic	arab	arab
mr-x-hbscdev2	dev2	dev2
mr-x-hbscdev2-hbotmar	dev2	dev2
mr-x-hbscdev21	dev2	dev2
mr-x-hbscdflt	DFLT	DFLT
mr-x-hbscknd3	knd3	knd3
mr-x-hbsclatn	latn	latn
mr-x-hbscmym2	mym2	mym2
mr-x-y	latn	dev3|dev2|deva
sr-latn-x	latn	dev3|dev2|deva
sr-latn-x-ahbscdev2	latn	dev3|dev2|deva
sr-latn-x-foo-hbsclatn	latn	latn
sr-latn-x-foohbscdev2	latn	dev3|dev2|deva
sr-latn-x-hbot	latn	dev3|dev2|deva
sr-latn-x-hbot-hbscabc	abc 	abc 
sr-latn-x-hbotmar-hbscdev2	dev2	dev2
sr-latn-x-hbsc	latn	dev3|dev2|deva
sr-latn-x-hbsc-	latn	dev3|dev2|deva
sr-latn-x-hbsc-00000000	0x00000000	0x00000000
sr-latn-x-hbsc-44464c54	dflt	dflt
sr-latn-x-hbsc-6465763	latn	dev3|dev2|deva
sr-latn-x-hbsc-64657632	dev2	dev2
sr-latn-x-hbsc-646576320	dev2	dev2
sr-latn-x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
sr-latn-x-hbsc-hbscabc	latn	dev3|dev2|deva
sr-latn-x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
sr-latn-x-hbsc1234	1234	1234
sr-latn-x-hbscDEV2	dev2	dev2
